Customer ID,Gender,DOB,Age,Age Range,Work Activity,Income,Income Range,Marital Status,Habitation,Trans Description,Trans Amount,Trans Date,Trans Category,Bank Branch,Account Type,Open Date,Account Balance,Currency
fe51c153-fbec-4b64-9b00-2530035ef0e1_a29e74c8-92d1-46ae-8347-1fc2a4372e30,Female,2004-01-30,17,Below 20,other,0,Below 10K,Single,With Parent,H&M CA #905 - TORONTO,21.66,2018-06-04,Shopping,153,SDA,2018-03-01,108.94,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_0cd2a306-dd5f-483b-b59b-5f796c78b2d4,Male,2004-07-13,17,Below 20,other,0,Below 10K,Single,With Parent,TIM HORTONS #188 _F,4.27,2018-05-10,Food and Dining,12684,DDA,2018-03-01,14.27,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_0cd2a306-dd5f-483b-b59b-5f796c78b2d4,Male,2004-07-13,17,Below 20,other,0,Below 10K,Single,With Parent,TIM HORTONS #188 _F,4.27,2018-05-10,Food and Dining,12684,SDA,2018-03-01,102.58,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_e35962a7-5360-448b-9344-26af5ba175d9,Other,1963-10-20,58,50 - 59,fulltime,74095.65,60K - 70K,Married,With Spouse,CHQ#000125-9857702994,0,2018-10-01,Mortgage and Rent,543,DDA,2018-03-01,49208.38,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_e35962a7-5360-448b-9344-26af5ba175d9,Other,1963-10-20,58,50 - 59,fulltime,74095.65,60K - 70K,Married,With Spouse,CHQ#000125-9857702994,0,2018-10-01,Mortgage and Rent,543,SDA,2018-03-01,29838.26,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_f4dbce68-43e7-4375-9bc0-d6fd8f2472d8,Male,1988-01-30,33,30 - 39,fulltime,23095.38,20K - 30K,Single,Group,CHQ#000476-1858864935,2625,2018-06-01,Mortgage and Rent,1354,DDA,2018-03-01,1783.5,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_f4dbce68-43e7-4375-9bc0-d6fd8f2472d8,Male,1988-01-30,33,30 - 39,fulltime,23095.38,20K - 30K,Single,Group,CHQ#000476-1858864935,2625,2018-06-01,Mortgage and Rent,1354,SDA,2018-03-01,9438.16,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_eb0a811c-d59b-484f-bcc1-e110d7edfeb6,Male,2001-08-15,20,20 - 29,other,0,Below 10K,Single,With Parent,EMAIL TFR C0***NZq,29,2018-08-14,Transfer,193,DDA,2018-03-01,17.44,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_eb0a811c-d59b-484f-bcc1-e110d7edfeb6,Male,2001-08-15,20,20 - 29,other,0,Below 10K,Single,With Parent,EMAIL TFR C0***NZq,29,2018-08-14,Transfer,193,SDA,2018-03-01,34.8,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_a6ea99c4-8f30-4276-b7cc-e2db56557dcb,Male,1967-04-05,54,50 - 59,fulltime,89786.25,80K - 90K,Single,other,CHQ#000114-3492899971,0,2018-08-01,Mortgage and Rent,324,DDA,2018-03-01,15048.22,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_a6ea99c4-8f30-4276-b7cc-e2db56557dcb,Male,1967-04-05,54,50 - 59,fulltime,89786.25,80K - 90K,Single,other,CHQ#000114-3492899971,0,2018-08-01,Mortgage and Rent,324,SDA,2018-03-01,35914.5,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_731bd3ac-7c78-4445-a204-70d222ccc7e8,Male,2000-09-18,21,20 - 29,other,0,Below 10K,Single,With Parent,STARBUCKS #4276,5.91,2018-05-04,Food and Dining,255,DDA,2018-03-01,41.6,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_731bd3ac-7c78-4445-a204-70d222ccc7e8,Male,2000-09-18,21,20 - 29,other,0,Below 10K,Single,With Parent,STARBUCKS #4276,5.91,2018-05-04,Food and Dining,255,SDA,2018-03-01,147.78,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_6ea21394-2bd1-45dc-bfc4-6d4d09932f22,Male,1988-06-10,33,30 - 39,fulltime,30338.55,30K - 40K,Single,other,TORONTO TAX  O83349,1425,2018-04-02,Taxes,1592,DDA,2018-03-01,8881.84,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_6ea21394-2bd1-45dc-bfc4-6d4d09932f22,Male,1988-06-10,33,30 - 39,fulltime,30338.55,30K - 40K,Single,other,TORONTO TAX  O83349,1425,2018-04-02,Taxes,1592,SDA,2018-03-01,12135.42,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_0c4ca755-27aa-4ca2-9927-1c08106011b6,Female,1945-04-03,76,70 -79,other,10067.4,10K - 20K,Married,With Spouse,EMAIL TFR C2***eyI,22,2018-04-10,Transfer,607,DDA,2018-03-01,1097.94,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_0c4ca755-27aa-4ca2-9927-1c08106011b6,Female,1945-04-03,76,70 -79,other,10067.4,10K - 20K,Married,With Spouse,EMAIL TFR C2***eyI,22,2018-04-10,Transfer,607,SDA,2018-03-01,4026.96,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_cea806d1-3f00-43b8-b31a-8ddba602dfee,Male,1945-05-08,76,70 -79,other,222653.2,Above 100K,Divorced,other,BULLFROG PWR C9SU5I,42.39,2018-09-28,Bills and Utilities,1952,DDA,2018-03-01,19662.33,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_cea806d1-3f00-43b8-b31a-8ddba602dfee,Male,1945-05-08,76,70 -79,other,222653.2,Above 100K,Divorced,other,BULLFROG PWR C9SU5I,42.39,2018-09-28,Bills and Utilities,1952,SDA,2018-03-01,89061.28,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_f90b3593-54d5-4a37-a47e-210bd45d6695,Male,1955-12-27,66,60 - 69,fulltime,109799.1,Above 100K,Divorced,other,VOICE NETWORK INC.,80.13,2018-07-30,Bills and Utilities,1760,DDA,2018-03-01,17981.14,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_f90b3593-54d5-4a37-a47e-210bd45d6695,Male,1955-12-27,66,60 - 69,fulltime,109799.1,Above 100K,Divorced,other,VOICE NETWORK INC.,80.13,2018-07-30,Bills and Utilities,1760,SDA,2018-03-01,43919.64,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_c40ba0d6-8cb6-4b03-9bf4-285e3dc31c95,Female,1964-05-08,57,50 - 59,fulltime,55204.6,50K - 60K,Widowed,Group,ROGERS CABLE Q7Z8F9,89.74,2018-07-27,Bills and Utilities,1736,DDA,2018-03-01,10537.92,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_c40ba0d6-8cb6-4b03-9bf4-285e3dc31c95,Female,1964-05-08,57,50 - 59,fulltime,55204.6,50K - 60K,Widowed,Group,ROGERS CABLE Q7Z8F9,89.74,2018-07-27,Bills and Utilities,1736,SDA,2018-03-01,22281.84,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_b485d65d-cd29-414b-8a63-0b0250fda046,Female,1947-11-23,74,70 -79,fulltime,36730.8,30K - 40K,Married,With Spouse,MTG CO 804988967,621.18,2018-06-08,Transfer,1795,DDA,2018-03-01,15595.92,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_b485d65d-cd29-414b-8a63-0b0250fda046,Female,1947-11-23,74,70 -79,fulltime,36730.8,30K - 40K,Married,With Spouse,MTG CO 804988967,621.18,2018-06-08,Transfer,1795,SDA,2018-03-01,14892.32,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_5f7761cf-090a-468e-b198-f08f05dc5cf3,Male,1933-09-17,88,Above 80,other,15360.8,10K - 20K,Married,With Spouse,E TFR  C0***tzU,50,2018-07-03,Transfer,1580,DDA,2018-03-01,1729.07,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_5f7761cf-090a-468e-b198-f08f05dc5cf3,Male,1933-09-17,88,Above 80,other,15360.8,10K - 20K,Married,With Spouse,E TFR  C0***tzU,50,2018-07-03,Transfer,1580,SDA,2018-03-01,6144.32,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_65463e4b-9f23-47d3-98e0-4ca9c5bd70a4,Male,1967-01-29,54,50 - 59,fulltime,66894.35,60K - 70K,Married,With Spouse,ADP PMT 27942859,2572.86,2018-07-12,Income,374,DDA,2018-03-01,33716.41,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_65463e4b-9f23-47d3-98e0-4ca9c5bd70a4,Male,1967-01-29,54,50 - 59,fulltime,66894.35,60K - 70K,Married,With Spouse,CHQ#000071-9918291532,2594,2018-05-01,Mortgage and Rent,374,DDA,2018-03-01,33716.41,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_65463e4b-9f23-47d3-98e0-4ca9c5bd70a4,Male,1967-01-29,54,50 - 59,fulltime,66894.35,60K - 70K,Married,With Spouse,ADP PMT 27942859,2572.86,2018-07-12,Income,374,SDA,2018-03-01,26957.74,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_65463e4b-9f23-47d3-98e0-4ca9c5bd70a4,Male,1967-01-29,54,50 - 59,fulltime,66894.35,60K - 70K,Married,With Spouse,CHQ#000071-9918291532,2594,2018-05-01,Mortgage and Rent,374,SDA,2018-03-01,26957.74,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_aef389f4-a898-427c-9905-5eaf3f49fe09,Male,1984-12-26,37,30 - 39,fulltime,59144,50K - 60K,Single,Group,ADP PMT 31890590,2274.77,2018-08-23,Income,1672,DDA,2018-03-01,16889.74,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_aef389f4-a898-427c-9905-5eaf3f49fe09,Male,1984-12-26,37,30 - 39,fulltime,59144,50K - 60K,Single,Group,ADP PMT 31890590,2274.77,2018-08-23,Income,1672,SDA,2018-03-01,23857.6,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_a2e21360-fcde-4ae2-b971-7a11d6d28e20,Female,1990-04-03,31,30 - 39,parttime,11145.75,10K - 20K,Married,With Spouse,TORONTO TAX  D78341,1322,2018-05-01,Taxes,328,DDA,2018-03-01,1245.09,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_a2e21360-fcde-4ae2-b971-7a11d6d28e20,Female,1990-04-03,31,30 - 39,parttime,11145.75,10K - 20K,Married,With Spouse,TORONTO TAX  D78341,1322,2018-05-01,Taxes,328,SDA,2018-03-01,4458.3,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_0dff691b-ffab-4a12-a6ca-e647d28c8b00,Female,1997-04-03,24,20 - 29,parttime,3600.96,Below 10K,Single,With Parent,ADP PMT 55095988,138.5,2018-05-03,Income,12934,DDA,2018-03-01,2920.85,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_0dff691b-ffab-4a12-a6ca-e647d28c8b00,Female,1997-04-03,24,20 - 29,parttime,3600.96,Below 10K,Single,With Parent,ADP PMT 55095988,138.5,2018-05-03,Income,12934,SDA,2018-03-01,1490.38,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_3acefbb1-740d-4df6-81e5-bc1a793b3c6c,Male,1953-06-09,68,60 - 69,fulltime,84569,80K - 90K,Married,With Spouse,MMA TFR-FR 3055805,67.77,2018-08-02,Transfer,507,DDA,2018-03-01,47191.27,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_3acefbb1-740d-4df6-81e5-bc1a793b3c6c,Male,1953-06-09,68,60 - 69,fulltime,84569,80K - 90K,Married,With Spouse,MMA TFR-FR 3055805,67.77,2018-08-02,Transfer,507,SDA,2018-03-01,34027.6,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_994bafdf-a40c-4e5b-9c21-5756bf5d2df7,Female,1997-09-17,24,20 - 29,fulltime,30976.77,30K - 40K,Single,Group,ADP PMT 83838956,1191.41,2018-05-31,Income,87,DDA,2018-03-01,2158.04,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_994bafdf-a40c-4e5b-9c21-5756bf5d2df7,Female,1997-09-17,24,20 - 29,fulltime,30976.77,30K - 40K,Single,Group,ADP PMT 83838956,1191.41,2018-05-31,Income,87,SDA,2018-03-01,12590.7,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_d3fbe155-4e85-4386-b1f1-099ec5719d88,Male,1935-09-17,86,Above 80,other,17325,10K - 20K,Married,With Spouse,EmTFR  C1***bvZ,200,2018-04-03,Transfer,329,DDA,2018-03-01,1648.12,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_d3fbe155-4e85-4386-b1f1-099ec5719d88,Male,1935-09-17,86,Above 80,other,17325,10K - 20K,Married,With Spouse,EmTFR  C1***bvZ,200,2018-04-03,Transfer,329,SDA,2018-03-01,7130,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_a51a18bc-eedf-44e1-bc3c-8e7855671004,Female,1981-12-25,40,40 - 49,fulltime,43575,40K - 50K,Married,With Spouse,ZY580 TFR-TO C/C,908.52,2018-05-01,Transfer,11679,DDA,2018-03-01,19948.08,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_a51a18bc-eedf-44e1-bc3c-8e7855671004,Female,1981-12-25,40,40 - 49,fulltime,43575,40K - 50K,Married,With Spouse,ZY580 TFR-TO C/C,908.52,2018-05-01,Transfer,11679,SDA,2018-03-01,17630,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_d32af736-02c6-4216-aea5-409919921e32,Male,1998-05-08,23,20 - 29,fulltime,21496.53,20K - 30K,Single,other,TIM HORTONS #629 _F,7.26,2018-05-24,Food and Dining,1584,DDA,2018-03-01,10800.01,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_d32af736-02c6-4216-aea5-409919921e32,Male,1998-05-08,23,20 - 29,fulltime,21496.53,20K - 30K,Single,other,TIM HORTONS #629 _F,6.94,2018-07-03,Food and Dining,1584,DDA,2018-03-01,10800.01,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_d32af736-02c6-4216-aea5-409919921e32,Male,1998-05-08,23,20 - 29,fulltime,21496.53,20K - 30K,Single,other,TIM HORTONS #629 _F,2.89,2018-05-31,Food and Dining,1584,DDA,2018-03-01,10800.01,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_d32af736-02c6-4216-aea5-409919921e32,Male,1998-05-08,23,20 - 29,fulltime,21496.53,20K - 30K,Single,other,TIM HORTONS #709 _F,2.09,2018-06-13,Food and Dining,1584,DDA,2018-03-01,10800.01,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_d32af736-02c6-4216-aea5-409919921e32,Male,1998-05-08,23,20 - 29,fulltime,21496.53,20K - 30K,Single,other,TIM HORTONS #629 _F,7.26,2018-05-24,Food and Dining,1584,SDA,2018-03-01,8598.62,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_d32af736-02c6-4216-aea5-409919921e32,Male,1998-05-08,23,20 - 29,fulltime,21496.53,20K - 30K,Single,other,TIM HORTONS #629 _F,6.94,2018-07-03,Food and Dining,1584,SDA,2018-03-01,8598.62,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_d32af736-02c6-4216-aea5-409919921e32,Male,1998-05-08,23,20 - 29,fulltime,21496.53,20K - 30K,Single,other,TIM HORTONS #629 _F,2.89,2018-05-31,Food and Dining,1584,SDA,2018-03-01,8598.62,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_d32af736-02c6-4216-aea5-409919921e32,Male,1998-05-08,23,20 - 29,fulltime,21496.53,20K - 30K,Single,other,TIM HORTONS #709 _F,2.09,2018-06-13,Food and Dining,1584,SDA,2018-03-01,8598.62,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_cbcc5066-0ae3-42ec-8157-306cc1faa306,Female,1986-01-28,35,30 - 39,fulltime,61278,60K - 70K,Married,With Spouse,ADP PMT 64985990,2356.85,2018-10-04,Income,31,DDA,2018-03-01,31618.31,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_cbcc5066-0ae3-42ec-8157-306cc1faa306,Female,1986-01-28,35,30 - 39,fulltime,61278,60K - 70K,Married,With Spouse,ADP PMT 64985990,2356.85,2018-10-04,Income,31,SDA,2018-03-01,24711.2,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_f70f0abe-1dd1-42c0-8653-52e858643df7,Female,1965-09-16,56,50 - 59,fulltime,108607.15,Above 100K,Separated,other,BELL CANADA T8E4B6,80.66,2018-08-20,Bills and Utilities,1246,DDA,2018-03-01,18019.26,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_f70f0abe-1dd1-42c0-8653-52e858643df7,Female,1965-09-16,56,50 - 59,fulltime,108607.15,Above 100K,Separated,other,BELL CANADA T8E4B6,80.66,2018-08-20,Bills and Utilities,1246,SDA,2018-03-01,43442.86,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_52078775-9777-41cf-b044-e30655ad3238,Male,1936-04-05,85,Above 80,other,20140.4,20K - 30K,Married,With Spouse,PROP  3288880 INS,76.35,2018-10-01,Bills and Utilities,677,DDA,2018-03-01,1265.58,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_52078775-9777-41cf-b044-e30655ad3238,Male,1936-04-05,85,Above 80,other,20140.4,20K - 30K,Married,With Spouse,PROP  3288880 INS,76.35,2018-10-01,Bills and Utilities,677,SDA,2018-03-01,8256.16,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_1f1cfe19-86f6-43b5-a888-3acb5eddab02,Female,1972-11-23,49,40 - 49,fulltime,365126.3,Above 100K,Single,Group,EMAIL TFR C2***MXR,22,2018-06-13,Transfer,337,DDA,2018-03-01,249083.28,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_1f1cfe19-86f6-43b5-a888-3acb5eddab02,Female,1972-11-23,49,40 - 49,fulltime,365126.3,Above 100K,Single,Group,EMAIL TFR C2***MXR,22,2018-06-13,Transfer,337,SDA,2018-03-01,146250.52,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_b73046be-ebc5-4dfa-af91-888446f2c2e8,Female,2001-10-22,20,20 - 29,other,0,Below 10K,Single,With Parent,TIM HORTONS #892 _F,1.69,2018-09-07,Food and Dining,658,DDA,2018-03-01,46.17,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_b73046be-ebc5-4dfa-af91-888446f2c2e8,Female,2001-10-22,20,20 - 29,other,0,Below 10K,Single,With Parent,TIM HORTONS #892 _F,1.69,2018-09-07,Food and Dining,658,SDA,2018-03-01,13.1,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_49f09068-024b-4c9f-8174-e5c9043e0270,Other,1973-02-28,48,40 - 49,fulltime,41486.5,40K - 50K,Married,With Spouse,ADP PMT 98708888,1595.63,2018-06-28,Income,607,DDA,2018-03-01,18611.38,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_49f09068-024b-4c9f-8174-e5c9043e0270,Other,1973-02-28,48,40 - 49,fulltime,41486.5,40K - 50K,Married,With Spouse,ADP PMT 98708888,1595.63,2018-06-28,Income,607,SDA,2018-03-01,16794.6,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_52140c3f-3223-4bf8-8407-c9fbe3cacae2,Male,2002-07-13,19,Below 20,other,0,Below 10K,Single,With Parent,NSF FEE,48,2018-04-30,Transfer,1800,DDA,2018-03-01,23.21,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_52140c3f-3223-4bf8-8407-c9fbe3cacae2,Male,2002-07-13,19,Below 20,other,0,Below 10K,Single,With Parent,NSF FEE,48,2018-04-30,Transfer,1800,SDA,2018-03-01,0,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_7747953b-3cfa-4147-9cdf-98c1d3e694df,Male,1985-07-13,36,30 - 39,fulltime,30813,30K - 40K,Married,With Spouse,AUTO 9849599 INS,83.4,2018-08-09,Bills and Utilities,12934,DDA,2018-03-01,6983.8,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_7747953b-3cfa-4147-9cdf-98c1d3e694df,Male,1985-07-13,36,30 - 39,fulltime,30813,30K - 40K,Married,With Spouse,AUTO 9849599 INS,83.4,2018-08-09,Bills and Utilities,12934,SDA,2018-03-01,12525.2,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_b4de4ec8-092f-4bbf-94fb-845a8b94eb22,Female,1963-06-09,58,50 - 59,parttime,22797.6,20K - 30K,Married,With Spouse,E TFR C2***ZMQ,55,2018-04-18,Transfer,1704,DDA,2018-03-01,9211.41,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_b4de4ec8-092f-4bbf-94fb-845a8b94eb22,Female,1963-06-09,58,50 - 59,parttime,22797.6,20K - 30K,Married,With Spouse,E TFR C2***ZMQ,55,2018-04-18,Transfer,1704,SDA,2018-03-01,9319.04,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_308e5627-2792-41f7-8704-a54023597f7e,Female,1995-04-03,26,20 - 29,parttime,6095.1,Below 10K,Single,With Parent,E TFR C0***HIv,38,2018-09-20,Transfer,335,DDA,2018-03-01,4658.33,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_308e5627-2792-41f7-8704-a54023597f7e,Female,1995-04-03,26,20 - 29,parttime,6095.1,Below 10K,Single,With Parent,E TFR C0***HIv,38,2018-09-20,Transfer,335,SDA,2018-03-01,2488.04,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_386bbd5c-8eb9-439a-bd4d-5a56f1c78661,Female,1967-05-08,54,50 - 59,fulltime,69486.45,60K - 70K,Married,With Spouse,EMAIL TFR C2***wVr,27,2018-10-19,Transfer,1923,DDA,2018-03-01,32681.39,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_386bbd5c-8eb9-439a-bd4d-5a56f1c78661,Female,1967-05-08,54,50 - 59,fulltime,69486.45,60K - 70K,Married,With Spouse,EMAIL TFR C2***wVr,27,2018-10-19,Transfer,1923,SDA,2018-03-01,27994.58,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_cc770b0d-c61a-4bb3-b79e-c18a55a6bd64,Other,1997-01-29,24,20 - 29,parttime,7874.79,Below 10K,Single,With Parent,ADP PMT 33792836,302.88,2018-08-09,Income,87,DDA,2018-03-01,5678.13,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_cc770b0d-c61a-4bb3-b79e-c18a55a6bd64,Other,1997-01-29,24,20 - 29,parttime,7874.79,Below 10K,Single,With Parent,ADP PMT 33792836,302.88,2018-08-09,Income,87,SDA,2018-03-01,3199.92,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_6bf634d9-77ca-4541-993f-49a0ecd767ff,Female,2001-06-10,20,20 - 29,other,0,Below 10K,Single,With Parent,STARBUCKS #17340,3.11,2018-05-30,Food and Dining,1040,DDA,2018-03-01,18.95,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_6bf634d9-77ca-4541-993f-49a0ecd767ff,Female,2001-06-10,20,20 - 29,other,0,Below 10K,Single,With Parent,STARBUCKS #17340,3.11,2018-05-30,Food and Dining,1040,SDA,2018-03-01,25.68,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_30a5cb1d-dd35-43dd-b7a4-3a5ed2ecc9d8,Female,1999-05-08,22,20 - 29,other,0,Below 10K,Single,With Parent,TIM HORTONS #891 _F,7.45,2018-08-08,Food and Dining,1857,DDA,2018-03-01,159.46,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_30a5cb1d-dd35-43dd-b7a4-3a5ed2ecc9d8,Female,1999-05-08,22,20 - 29,other,0,Below 10K,Single,With Parent,TIM HORTONS #891 _F,7.45,2018-08-08,Food and Dining,1857,SDA,2018-03-01,128.78,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_bfa63a42-30ed-4ef9-a74b-f5de38d7fb5c,Male,1959-07-12,62,60 - 69,fulltime,202904.85,Above 100K,Divorced,other,PROP  9809945 INS,86.6,2018-05-01,Bills and Utilities,507,DDA,2018-03-01,15307.54,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_bfa63a42-30ed-4ef9-a74b-f5de38d7fb5c,Male,1959-07-12,62,60 - 69,fulltime,202904.85,Above 100K,Divorced,other,PROP  9809945 INS,86.6,2018-05-01,Bills and Utilities,507,SDA,2018-03-01,81161.94,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_38cfa5eb-4edf-4ce1-9876-51fcc2f5afd6,Female,2000-12-25,21,20 - 29,other,0,Below 10K,Single,With Parent,E TFR C0***zEA,30,2018-06-05,Transfer,1512,DDA,2018-03-01,31.66,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_38cfa5eb-4edf-4ce1-9876-51fcc2f5afd6,Female,2000-12-25,21,20 - 29,other,0,Below 10K,Single,With Parent,E TFR C0***zEA,30,2018-06-05,Transfer,1512,SDA,2018-03-01,26.24,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_80f1c3d4-c3d1-4a9c-b5d9-dc58a2ab4c56,Male,1939-02-28,82,Above 80,other,6090.7,Below 10K,Married,With Spouse,PROP  6353996 INS,131.02,2018-10-01,Bills and Utilities,1790,DDA,2018-03-01,242.02,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_80f1c3d4-c3d1-4a9c-b5d9-dc58a2ab4c56,Male,1939-02-28,82,Above 80,other,6090.7,Below 10K,Married,With Spouse,PROP  6353996 INS,131.02,2018-10-01,Bills and Utilities,1790,SDA,2018-03-01,2436.28,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_4d23b150-b6e0-4770-81a5-1d56c850edb2,Other,1959-07-12,62,60 - 69,fulltime,76864.85,60K - 70K,Married,With Spouse,ADP PMT 64429288,2956.34,2018-05-31,Income,1970,DDA,2018-03-01,32144.24,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_4d23b150-b6e0-4770-81a5-1d56c850edb2,Other,1959-07-12,62,60 - 69,fulltime,76864.85,60K - 70K,Married,With Spouse,ADP PMT 64429288,2956.34,2018-05-31,Income,1970,SDA,2018-03-01,30945.94,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_d2421197-884e-4f7c-bcb3-8c1918d4d69f,Male,1936-12-24,85,Above 80,other,74423.3,60K - 70K,Divorced,other,MYRATE ENRGY MWEZLV,21.18,2018-09-24,Bills and Utilities,1336,DDA,2018-03-01,-7463.21,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_d2421197-884e-4f7c-bcb3-8c1918d4d69f,Male,1936-12-24,85,Above 80,other,74423.3,60K - 70K,Divorced,other,MYRATE ENRGY MWEZLV,21.18,2018-09-24,Bills and Utilities,1336,SDA,2018-03-01,29769.32,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_b8d5a7d6-5efe-4439-b7fc-d1153f2a6cd4,Male,1960-01-28,61,60 - 69,fulltime,45369.8,40K - 50K,Married,With Spouse,Amazonca,149.36,2018-08-08,Shopping,132,DDA,2018-03-01,19422.23,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_b8d5a7d6-5efe-4439-b7fc-d1153f2a6cd4,Male,1960-01-28,61,60 - 69,fulltime,45369.8,40K - 50K,Married,With Spouse,Amazonca,149.36,2018-08-08,Shopping,132,SDA,2018-03-01,18347.92,CAD
fe51c153-fbec-4b64-9b00-2530035ef0e1_038a9f5c-a5c9-4425-8127-9e8eaeb8002b,Female,1982-08-16,39,30 - 39,parttime,16890,10K - 20K,Single,With Parent,ADP PMT 17988985,649.62,2018-10-04,Income,1844,DDA,2018-03-01,11761.23,CAD
